Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.31,0.31,0.6518096966940244
100% Corpus,9,0.31,0.61,0.624397702161457
100% Corpus,9,0.31,0.9099999999999999,0.5788013214392902
100% Corpus,9,0.31,symmetric,0.6583004113791426
100% Corpus,9,0.61,0.01,0.6877384340380251
100% Corpus,9,0.61,0.31,0.6622618705823924
100% Corpus,9,0.61,0.61,0.6309245951301073
100% Corpus,9,0.61,0.9099999999999999,0.6144592713708615
100% Corpus,9,0.61,symmetric,0.6631295924292525
100% Corpus,9,0.9099999999999999,0.01,0.6381063177715491
100% Corpus,9,0.9099999999999999,0.31,0.6336506377362319
100% Corpus,9,0.9099999999999999,0.61,0.6161336800121195
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.6020649965439664
100% Corpus,9,0.9099999999999999,symmetric,0.6420057988840671
100% Corpus,9,symmetric,0.01,0.6716609336657682
100% Corpus,9,symmetric,0.31,0.6385664711932338
100% Corpus,9,symmetric,0.61,0.6341021586154469
100% Corpus,9,symmetric,0.9099999999999999,0.5799706885973865
100% Corpus,9,symmetric,symmetric,0.6725432326132021
100% Corpus,9,asymmetric,0.01,0.7129948712064764
100% Corpus,9,asymmetric,0.31,0.6681458202532959
100% Corpus,9,asymmetric,0.61,0.5822883953309232
100% Corpus,9,asymmetric,0.9099999999999999,0.6047191501516941
100% Corpus,9,asymmetric,symmetric,0.6884337574152509
100% Corpus,10,0.01,0.01,0.6579314445230691
100% Corpus,10,0.01,0.31,0.6343580395851847
100% Corpus,10,0.01,0.61,0.612143112667155
100% Corpus,10,0.01,0.9099999999999999,0.6053722841927998
100% Corpus,10,0.01,symmetric,0.6626871996747651
100% Corpus,10,0.31,0.01,0.6760506026324639
100% Corpus,10,0.31,0.31,0.6398221638314137
100% Corpus,10,0.31,0.61,0.6255016821090373
100% Corpus,10,0.31,0.9099999999999999,0.565224520200294
100% Corpus,10,0.31,symmetric,0.6723577852901282
100% Corpus,10,0.61,0.01,0.6624666263667613
100% Corpus,10,0.61,0.31,0.6371620525103295
100% Corpus,10,0.61,0.61,0.6325692845491739
100% Corpus,10,0.61,0.9099999999999999,0.6080415696138625
100% Corpus,10,0.61,symmetric,0.6712050664291749
100% Corpus,10,0.9099999999999999,0.01,0.6195578762982009
100% Corpus,10,0.9099999999999999,0.31,0.6254611030003685
100% Corpus,10,0.9099999999999999,0.61,0.6007421721671317
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.6020841640421564
100% Corpus,10,0.9099999999999999,symmetric,0.6417188941805939
100% Corpus,10,symmetric,0.01,0.6669928599522363
100% Corpus,10,symmetric,0.31,0.6508401495482444
100% Corpus,10,symmetric,0.61,0.6192538322440747
100% Corpus,10,symmetric,0.9099999999999999,0.582327557942553
100% Corpus,10,symmetric,symmetric,0.6509205050086808
100% Corpus,10,asymmetric,0.01,0.6835638411883251
100% Corpus,10,asymmetric,0.31,0.6197608124528907
100% Corpus,10,asymmetric,0.61,0.5881369002470516
100% Corpus,10,asymmetric,0.9099999999999999,0.6061268982948993
100% Corpus,10,asymmetric,symmetric,0.6509138055894028
